,text,sentiment
8054,know hop meet tonite find min ago mutual friend cuong h,neutral
8055,bore tear without boys dad week,negative
8056,use alotment,neutral
8057,never anything tv sundays wait america,neutral
8058,marina sware god never end study french till clock night ever much drama sooo sleepy,negative
8059,come uber successful make mistake make entirely new ones,negative
8060,change h p number go online msn messenger see,neutral
8061,actually hot today sun get hat every one get tan except,negative
8062,thank feedback surreal life surreal oil,positive
8063,well run beer leave sure eta wait wait wait bleh gonna long nite methinks,negative
8064,thank great even better soon get wallet grubby little hand lol,positive
8065,list pay get cant go gettin hot go outside,neutral
8066,well blood work hot,neutral
8067,peer soon back replace topify email twitter settings,neutral
8068,mad traffic,negative
8069,nose runny head pound teeth hurt like man feel awful,negative
8070,international version stand http tiny cc pavyi playingforchange com,neutral
8071,live dat glamorous life,positive
8072,rachael make want cry,negative
8073,yeah talk bore,negative
8074,another yeh even imagine good luck,positive
8075,happy mommy day mother world,positive
8076,want go see want go mom brother,negative
8077,ooh coffee great idea want one,positive
8078,need pass exams,neutral
8079,star trek imax kojikun seastar brian george,neutral
8080,totally agree way avoid,neutral
8081,could barely speak probably think weirdo looool say sorry please x,negative
8082,tough thick chik,negative
8083,http pic gd ef college friends,neutral
8084,bum gonna minutes sunday come hear ya,negative
8085,work away hopefully stay nice afternoon even possible bbq weather,positive
8086,nothing like alone time handheld device,positive
8087,back later happy mother day mother world god love us,positive
8088,isnt happy fact back hurt today,negative
8089,may th,neutral
8090,feel special look first guy give flower,positive
8091,goodnight,positive
8092,http tinyurl com nqudrt hurt finger work,negative
8093,rachel alexandra belmont appear vogue best look model years,positive
8094,bed gonna read new moon little late night night,neutral
8095,push start long new starwarsday baby bear,neutral
8096,happy mother day love mom,positive
8097,munderday like,positive
8098,dudes c mon almost ghey,neutral
8099,visit ny til september diggnation,neutral
8100,way kuya jordan house sleepover,neutral
8101,indian hehe true get color advantage complete americans,neutral
8102,good morning hun promise glad like em lovely day,positive
8103,pm friday night go bed pathetic,negative
8104,thank advice work im work,positive
8105,new twitter friends say followers,neutral
8106,mum cake need make good luch tomorrow amaze mum day,positive
8107,definitely ready plate pancakes,positive
8108,saw,neutral
8109,pg get close yawn,neutral
8110,sad sad sad think aunty stina come look forward family miss dat alone maui,negative
8111,july st mean concert win know songs oh well yay demi,neutral
8112,sh get even sad currently library j think last one tooooo,negative
8113,claires party amaze headache,neutral
8114,hooome work awake still hours,neutral
8115,hi get tought could write something today gonna go shop soo fun,positive
8116,fantastic jjj question already teacher pet,positive
8117,oh stink,negative
8118,clean laundry nail paint productive saturday night,positive
8119,,negative
8120,cupcakes sometimes plug fix problems,positive
8121,lovely day sky clear bird sing stick office windows hours,neutral
8122,downtown drink celebrate cavs victory,positive
8123,one take earlier week http twitpic com wb,neutral
8124,figure time french hour new moon trailer since watch mtv movie award paris,neutral
8125,ps get ben button today complete best picture noms get great year,positive
8126,yes like vids,positive
8127,heh move house pius pep rally cheer band,neutral
8128,best friend away special olympics say gonna bring,positive
8129,well suck good way make feel bad,neutral
8130,big boss week small yay free lunch office today big yay,neutral
8131,already c office people melt fight air con fan help find budget,negative
8132,spend entire morning meet w vendor boss happy w lot fun plan morning,neutral
8133,love movie miss raul julia,neutral
8134,car garage come anytime soon last time hear gearbox problem still wait quote,negative
8135,always feel sickly wake well get busy day ahead yippeee,neutral
8136,sun attempt increase efforts alas cannot say see bath couch book immediate future,negative
8137,booo meanie tease piece cheese http twitpic com rt,neutral
8138,lonely day,neutral
8139,wtf pic show,negative
8140,ahh poor feeeeeet,negative
8141,happy mom day everyone us,positive
8142,nearly forget pin try learn anything new future lest push vital information,negative
8143,twitter kan eat gun even goin smfh reactin nothin need stay strong,neutral
8144,french teacher one hour leave til school end,negative
8145,good drink jager lick hot asian girl foot bad remind never get asian girls ever,neutral
8146,think really good probably damn obscurity,positive
8147,know yet lemme know come something though,neutral
8148,ummmm idea im friend piss dont know hat much need help britney plz,negative
8149,,neutral
8150,ugh headache wanna go home,negative
8151,yes minutes sims plus season fun fun expansions,positive
8152,definition senioritis go chem ii calculus good class feel like slackin,negative
8153,hard feel hope like say think agree,positive
8154,aww dude fair think point thing,negative
8155,chillaxin work man screw,negative
8156,clearly need crack whip,negative
8157,pitman south look like business bad,negative
8158,headache killen,negative
8159,happy mother day x mum love,positive
8160,take hour nap work today win able sleep night bummer,neutral
8161,strike one three,negative
8162,job hunt days media non media job lucky anyone know anything,neutral
8163,yes ily,positive
8164,sasha help course,neutral
8165,really want buy new clothe,neutral
8166,hahah know love hannah montana movie aweesome,positive
8167,mcfly anit age z,neutral
8168,another long walk heat hate,negative
8169,like gonna tell,positive
8170,aw sorry cat worry blanket wonder rush take time,neutral
8171,know maybe someday come home find gasp dinner fridge,neutral
8172,wanna see everyone want see,neutral
8173,finally dinner nishiki sushi,neutral
8174,end go leave knee kill think push much yesterday,negative
8175,wake five hour nap still headache medication time,negative
8176,feel disappoint mahirap talaga mag supervise ng tao http plurk com p wxqwa,negative
8177,hearts hey get text cannae hen family comin get nae money come livi anyway xxxx,neutral
8178,http twitpic com iab round base fast relay fast game,neutral
8179,great bastos happy gonna mabaho leg celebrate haha,positive
8180,ya prob dont want,negative
8181,dont uk say,neutral
8182,stellar look great,positive
8183,impress almost always rain bank holiday stil free day college,negative
8184,hahahaha yeah mess cross kneel bite get call joke,negative
8185,clean followers list block girls look like spammer,negative
8186,one south florida mow around could hurt,neutral
8187,would advise watch cinema sure effect worth unless monster tv home,positive
8188,dumb keep lose followers,negative
8189,havent ben n sorry im bac hit hup,negative
8190,try bing today operational australia yet,neutral
8191,plan even dinner shop dress shirt watch go bed plan saturday funeral friend,neutral
8192,leave atlanta morning catch joco pa st excite miss p con last year make sad owl,neutral
8193,include follow friday,neutral
8194,im andrew long fun day,positive
8195,afternoon office cubicle move system yippie mine one te survive good system,positive
8196,least hugh happy trail,positive
8197,pic wont load twitter,negative
8198,glad happy,positive
8199,fretful look okay think mumble something bite muffle hat sound like need lactose,neutral
8200,hell awake early,negative
8201,actually progressive study today,neutral
8202,man tha mojitos earlier get feelin type funny hope get sick http myloc dd,negative
8203,oops spend much already lol quid go,negative
8204,thing suck holiday worry pet cat tgthr cat resort jonesy win much company dad law,negative
8205,paradise fly catchers abandon nest start gonna b tough,negative
8206,thank google adsense payment aussie dollar strong,positive
8207,fear spaceship long earth strand edwin highway smoke,negative
8208,sound awesome wish could go way could afford fun,positive
8209,ahh naa dont like rain nm really friend comin goin grans,neutral
